               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.017551,            0.036015,                   0,             0.97541,                   1,             0.98348,             0.84896,            0.010797,             0.02554,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.016027,            0.037902,                   0,             0.97541,                   1,             0.98348,             0.84896,            0.010797,             0.02554,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.015765,             0.03208,                   0,             0.97578,                   1,             0.98304,              0.8545,            0.010003,            0.025189,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.016794,            0.036987,                   0,             0.97578,                   1,             0.98304,              0.8545,            0.010003,            0.025189,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017218,            0.030882,                   0,             0.97594,                   1,             0.98348,             0.87116,            0.012423,            0.025242,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.018422,            0.030836,                   0,             0.97594,                   1,             0.98348,             0.87116,            0.012423,            0.025242,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018925,            0.033764,                   0,             0.97594,                   1,             0.98348,             0.87116,            0.012423,            0.025242,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.017394,            0.037617,                   0,             0.95548,                   1,             0.98261,             0.86421,            0.012688,             0.02563,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.018696,             0.03497,                   0,             0.95548,                   1,             0.98261,             0.86421,            0.012688,             0.02563,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.017702,            0.034384,                   0,             0.97613,                   1,             0.98304,             0.87421,            0.011587,            0.025128,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018088,             0.03707,                   0,             0.97613,                   1,             0.98304,             0.87421,            0.011587,            0.025128,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.016555,            0.033372,                   0,             0.97625,                   1,             0.98261,             0.86989,           0.0095534,            0.023842,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015471,            0.038599,                   0,             0.97625,                   1,             0.98261,             0.86989,           0.0095534,            0.023842,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.015045,            0.033761,                   0,             0.97647,                   1,             0.98196,             0.86985,           0.0095058,            0.024338,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.016097,            0.035951,                   0,             0.97647,                   1,             0.98196,             0.86985,           0.0095058,            0.024338,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.015793,             0.03212,                   0,             0.97647,                   1,             0.98196,             0.86985,           0.0095058,            0.024338,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.017052,            0.030439,                   0,             0.97656,                   1,             0.98261,             0.87585,           0.0098749,            0.024893,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.016421,            0.031627,                   0,             0.97656,                   1,             0.98261,             0.87585,           0.0098749,            0.024893,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.015587,            0.035402,                   0,             0.97657,                   1,             0.97826,             0.87019,           0.0093507,            0.024577,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.015063,            0.026054,                   0,             0.97657,                   1,             0.97826,             0.87019,           0.0093507,            0.024577,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.014434,            0.029483,                   0,             0.97642,                   1,             0.97717,             0.85727,           0.0087883,            0.023571,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.014907,             0.03799,                   0,             0.97642,                   1,             0.97717,             0.85727,           0.0087883,            0.023571,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.014803,            0.030232,                   0,             0.97646,                   1,             0.98022,              0.8747,           0.0088751,             0.02282,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.014893,            0.034472,                   0,             0.97646,                   1,             0.98022,              0.8747,           0.0088751,             0.02282,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.015067,            0.032848,                   0,             0.97646,                   1,             0.98022,              0.8747,           0.0088751,             0.02282,                   0,            0.000793,            0.000793,            0.000793
                 188,             0.01475,            0.030144,                   0,             0.97657,                   1,             0.98304,             0.88011,           0.0089142,            0.022554,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014959,            0.033385,                   0,             0.97657,                   1,             0.98304,             0.88011,           0.0089142,            0.022554,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.014246,            0.029419,                   0,             0.97649,                   1,             0.98022,             0.87374,           0.0084273,            0.022423,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.013374,            0.028038,                   0,             0.97649,                   1,             0.98022,             0.87374,           0.0084273,            0.022423,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.014534,            0.029226,                   0,              0.9765,                   1,             0.97957,             0.87401,           0.0084586,             0.02234,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.013528,            0.030873,                   0,              0.9765,                   1,             0.97957,             0.87401,           0.0084586,             0.02234,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.014812,            0.034917,                   0,             0.97661,                   1,             0.98348,             0.87832,           0.0083131,            0.022061,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014406,            0.031226,                   0,             0.97661,                   1,             0.98348,             0.87832,           0.0083131,            0.022061,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.013699,            0.033055,                   0,             0.97661,                   1,             0.98348,             0.87832,           0.0083131,            0.022061,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.013497,            0.034557,                   0,             0.97666,                   1,             0.98348,             0.87867,           0.0082624,            0.021941,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.013618,            0.028333,                   0,             0.97666,                   1,             0.98348,             0.87867,           0.0082624,            0.021941,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.014906,            0.031545,                   0,             0.97667,                   1,               0.985,             0.88484,           0.0081941,            0.021739,                   0,            0.000199,            0.000199,            0.000199
